"Version","Class","Domain","Data Collection Scenario/Implementation Option","Variable Order","CDASHIG Variable","CDASHIG Variable Label","DRAFT CDASHIG Definition","Question Text","Prompt","Type","CDASHIG Core","Case Report Form Completion Instructions","SDTMIG Target","Mapping Instructions","CDISC CT Codelist Code(s), Subset Codes(s)","Codelist Submission Value","Implementation Notes"
"CDASHIG v2.3","Interventions","EX",,"23","EXADJ","Reason for Dose Adjustment","Description of or explanation for why a dose of the study treatment was adjusted.","What was the reason the dose was adjusted (from planned)?","Reason Adjusted","Char","O","If there was a change in dosing, record the reason for change.","EXADJ","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","","","Captures the reason the dose was changed or modified. The reason may be chosen from a sponsor-defined list (e.g., adverse event, insufficient response) or entered as free text. May be used for variations from protocol-specified doses or changes from expected doses."
"CDASHIG v2.3","Interventions","EX",,"24","EXITRPYN","EX Exposure Interrupted","An indication of whether the exposure was interrupted.","Was the [ (study) treatment/dose] interrupted?","[(Study) Treatment / Dose] Interrupted","Char","O","Record if there was an interruption in the study treatment or dosing.","","Does not map to an SDTMIG variable. The SDTM annotated CRF indicates that this field is NOT SUBMITTED.","C66742","NY","The intent/purpose of collecting this field is to help with data cleaning and monitoring when the actual duration of the exposure is collected using the CDASH field EXCINTD. In some situations, if the actual duration of the interruption is not collected, or not derived, this information could be submitted in a SUPPEX.QVAL dataset where SUPPEX.QNAM = ""EXITRPYN"" and SUPPEX.QLABEL = ""Exposure Interrupted""."
"CDASHIG v2.3","Interventions","EX",,"25","EXCINTD","Exposure Interruption Duration","The collected duration of the treatment interruption.","If the dose was interrupted, how long was the interruption?","(Interruption) Duration","Char","O","Record the duration of treatment interruption.","QVAL","This does not map directly to an SDTMIG variable. This information could be submitted in a SUPPEX dataset as the value of SUPPEX.QVAL where SUPPEX.QNAM=""EXITRPD"" and SUPPEX.QLABEL= ""Interruption Duration"". Concatenate the collected treatment interruption duration and the duration unit components and create EXITRPD using ISO 8601 Period format. Refer to the current SDTM and SDTMIG for instructions on placement of NSVs in SDTM domains.","","","In some situations, the duration of the interruption may be calculated from the administration start and end times recorded elsewhere in the CRF."
"CDASHIG v2.3","Interventions","EX",,"26","EXCINTDU","Exposure Interruption Duration Units","The unit for the collected duration of treatment interruption.","If the dose was interrupted, what were the units for the interruption duration?","(Interruption Duration) Unit","Char","O","Record the unit (e.g., MINUTES, HOURS, DAYS) for the duration of treatment interruption.","QVAL","This does not map directly to an SDTMIG variable. This information could be submitted in a SUPPEX dataset as the value of SUPPEX.QVAL where SUPPEX.QNAM = ""EXITRPD"" and SUPPEX.QLABEL= ""Interruption Duration"". Concatenate the collected treatment interruption duration and the duration unit components and create EXITRPDusing ISO 8601 Period format. Refer to the current SDTM and SDTMIG for instructions on placement of NSVs in SDTM domains.","C71620; C78427","UNIT; EXINTPU","The unit should be collected and converted into ISO 8601 period format."
"CDASHIG v2.3","Interventions","EX",,"27","EXLOC","Exposure Location of Dose Administration","A description of the anatomical location of administration.","What was the anatomical location of the ([study treatment/dose] ) administration?","Anatomical Location","Char","O","Record the body location where the study treatment was administered (e.g., SHOULDER, HIP, ARM).","EXLOC","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","C74456","LOC","Collected or preprinted when the sponsor needs to identify the specific anatomical location where the study treatment was administered. LAT, DIR, PORTOT are used to further describe the anatomical location."
"CDASHIG v2.3","Interventions","EX",,"28","EXVAMT","Exposure Vehicle Amount","The amount of the prepared product (treatment + vehicle) administered or given.","What was the total amount (Drug + Vehicle)(of [study treatment/dose] ) administered?","Total Amount","Num","O","Record the total amount (treatment +vehicle) that was administered/given to the subject.","","Maps directly to the SDTMIG variable listed in the SDTMIG Target column. The SDTM variable ECTRTV may also be populated during the process of creating the SDTM submission datasets.","","","Administration amount that was given to the subject. Note: should not be the diluent amount alone. The ECTRTV field may be collected if it cannot be determined from other sources."
"CDASHIG v2.3","Interventions","EX",,"29","EXVAMTU","Exposure Vehicle Amount Units","The unit of measure for the prepared product (treatment + vehicle).","What was the unit for the amount (of [study treatment/dose] ) administered?","Unit","Char","O","Record the unit of total amount (treatment +vehicle) administered/given to the subject (e.g., mL).","","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","C71620; C78428","UNIT; EXVOLTU","Unit of the administration amount. A CDASH Subset Controlled Terminology Codelist Name is available for dose and volume units."
"CDASHIG v2.3","Interventions","EX",,"30","EXFLRT","Exposure Infusion Rate","The flow rate for the total amount of drug + vehicle administered to the subject.","What was the [study treatment/dose] infusion rate?","Infusion Rate","Num","O","Record the Rate of Infusion (e.g., if rate is 10 mL/min. Record 10 as the infusion rate).","QVAL","This does not map directly to an SDTMIG variable. This information could be submitted in a SUPPEX dataset as the value of SUPPEX.QVAL where SUPPEX.QNAM = ""EXFLRT"" and SUPPEX.QLABEL= ""Infusion Rate"". Refer to the current SDTM and SDTMIG for instructions on placement of NSVs in SDTM domains.","","","The infusion rate can be used to derive dose."
"CDASHIG v2.3","Interventions","EX",,"31","EXFLRTU","Exposure Infusion Rate Unit","The unit of measure for the flow rate for the total amount of drug + vehicle administered to the subject.","What were the units for the [study treatment/dose] infusion rate?","(Infusion Rate) Unit","Char","O","Record the unit for the infusion rate (e.g., mL/min).","QVAL","This does not map directly to an SDTMIG variable. This information could be submitted in a SUPPEX dataset as the value of SUPPEX.QVAL where SUPPEX.QNAM =""EXFLRTU"" and SUPPEX.QLABEL=""Infusion Rate Unit"". Refer to the current SDTM and SDTMIG for instructions on placement of NSVs in SDTM domains.","C71620; C78429","UNIT; EXFLRTU","Unit of the infusion rate"
"CDASHIG v2.3","Interventions","EX",,"32","EXTPT","Exposure Planned Time Point Name","A text description of the planned time point when measurements should be taken, as defined in the protocol.","What was the planned time point for [study treatment/dose] ?","[Planned Time Point Name]","Char","R/C","Record the planned time point of study treatment administration if not preprinted on the CRF.","EXTPT","Maps directly to the SDTMIG variable listed in the SDTMIG Target column. See the SDTMIG for additional information on representing time points. The SDTMIG time-point anchors EXTPTREF (text description) and EXRFTDTC (date/time) may be needed, as well as SDTMIG variables EXTPTNUM, EXELTM.","","","Planned time points are needed to differentiate multiple sequential assessments. It is recommended that time points should be preprinted on the CRF rather than collected in a field that requires the site to enter text. If the form is laid out as a grid, then words such as ""Planned Time Point"" can be included in the column heading."
